A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3,G0,G1,G2,G3,H0,H1,H2,H3,I0,I1,I2,I3,J0,J1,J2,J3
0.6680908,0.1675415,0.12750244,3.286316,0.85821533,3.9073486,0.4650879,0.19622803,0.50115967,0.49194336,3.671814,0.63165283,0.9213867,0.026611328,3.6171265,3.9386597,3.126648,3.9663696,3.8223267,3.5476074,3.4039917,0.15454102,3.7167969,0.7352905,3.9611816,3.1401978,0.246521,3.5545044,3.560608,0.2942505,0.3493042,0.77349854,0.11853027,0.8421631,0.18981934,3.5095215,3.8928833,3.1694336,3.7109985,0.46392822
0.6680298,0.16809082,0.1281128,3.286499,0.85809326,3.9074707,0.465271,0.19622803,0.50115967,0.49194336,3.671814,0.63171387,0.9213867,0.026611328,3.6171265,3.9387207,3.1290894,0.078308105,0.064697266,3.519104,3.3883667,0.07324219,3.7609863,0.75061035,3.9611816,3.1401367,0.24645996,3.5545044,3.560608,0.29437256,0.3493042,0.7734375,0.11853027,0.8422241,0.18981934,3.5095825,3.8929443,3.1694336,3.7110596,0.46392822
0.6680298,0.16790771,0.12792969,3.286438,0.85858154,3.9075317,0.46435547,0.19622803,0.50115967,0.49194336,3.671814,0.63165283,0.9213867,0.026611328,3.6171265,3.9387207,3.1230469,0.057800293,3.979004,3.5232544,3.3826904,0.10418701,3.7227783,0.7288208,3.9613037,3.1401367,0.24645996,3.5545044,3.5603638,0.2942505,0.34918213,0.77337646,0.11853027,0.8422241,0.18981934,3.5095825,3.8929443,3.1694336,3.7110596,0.46392822
0.6680298,0.16784668,0.12786865,3.286438,0.85858154,3.9074707,0.4644165,0.19628906,0.50115967,0.49194336,3.671814,0.63171387,0.9213257,0.026611328,3.6171265,3.9387207,3.1235352,0.049072266,3.972412,3.5216675,3.383728,0.10675049,3.718689,0.7277832,3.9613037,3.1401367,0.24645996,3.5545044,3.5603638,0.2942505,0.34924316,0.77337646,0.11853027,0.8422241,0.18981934,3.5095825,3.8929443,3.1694336,3.7110596,0.46392822
0.6680298,0.16772461,0.12756348,3.286316,0.8586426,3.9075317,0.4642334,0.19628906,0.50115967,0.4920044,3.671814,0.63165283,0.9213867,0.026611328,3.6171265,3.9387817,3.1101685,0.02178955,3.9035034,3.5544434,3.37677,0.1361084,3.7301025,0.72125244,3.9613037,3.1401367,0.246521,3.5545044,3.5603027,0.29412842,0.3491211,0.7734375,0.1184082,0.8422241,0.18981934,3.5095825,3.8929443,3.1694336,3.7110596,0.46392822
0.6680298,0.16827393,0.12792969,3.286499,0.8585205,3.9075317,0.4645996,0.19622803,0.5012207,0.49194336,3.671875,0.63165283,0.9213867,0.026733398,3.6172485,3.9388428,3.1200562,0.10736084,0.028869629,3.538086,3.4419556,0.0881958,3.7202148,0.7761841,3.9611816,3.1401367,0.24645996,3.5545044,3.560608,0.2944336,0.34936523,0.77337646,0.1184082,0.84228516,0.18981934,3.5096436,3.8930664,3.1694336,3.7109985,0.46392822
0.66796875,0.16827393,0.12805176,3.286499,0.8586426,3.9077759,0.4644165,0.19616699,0.5012207,0.49194336,3.671875,0.63171387,0.9213867,0.026733398,3.6171875,3.9387817,3.1290283,0.1361084,0.097229004,3.5379028,3.4674683,0.058044434,3.7123413,0.7938843,3.9612427,3.1401367,0.24645996,3.5545044,3.5603638,0.2942505,0.3491211,0.7734375,0.11846924,0.8422241,0.18981934,3.5095825,3.8929443,3.1693726,3.7110596,0.4638672
0.6680908,0.16741943,0.12731934,3.286255,0.8588257,3.9075928,0.46392822,0.1963501,0.50115967,0.49194336,3.671814,0.63171387,0.9213867,0.026672363,3.6171875,3.9388428,3.1134033,0.006713867,3.8742065,3.5548706,3.378418,0.18164062,3.7099,0.70458984,3.9613647,3.1401367,0.24645996,3.5545044,3.5602417,0.29412842,0.3491211,0.7734375,0.1184082,0.8422241,0.18988037,3.5095215,3.8929443,3.1693726,3.7110596,0.4638672
0.6680298,0.16723633,0.1272583,3.2861938,0.85839844,3.9075928,0.46484375,0.19616699,0.50109863,0.4920044,3.671814,0.63171387,0.92144775,0.026672363,3.6173096,3.9389038,3.1125488,3.9857178,3.847229,3.5653076,3.3305664,0.18804932,3.7247925,0.6639404,3.9614258,3.1401978,0.246521,3.5545044,3.5603027,0.29431152,0.34918213,0.7733154,0.11834717,0.8422241,0.1899414,3.5095825,3.8931274,3.1693115,3.7109985,0.46368408
0.6680298,0.16687012,0.12683105,3.2860107,0.85821533,3.9077148,0.4650879,0.19622803,0.50115967,0.49194336,3.671875,0.63171387,0.92144775,0.026733398,3.6173096,3.9389038,3.1139526,3.9804688,3.8305054,3.5687866,3.3244019,0.18963623,3.729065,0.65893555,3.9611206,3.1401367,0.246521,3.5545044,3.5604858,0.29418945,0.34906006,0.7735596,0.11834717,0.8422241,0.1899414,3.5095825,3.8931274,3.1693115,3.7109985,0.46368408
0.6680298,0.16680908,0.12677002,3.2860107,0.85827637,3.9076538,0.46502686,0.19616699,0.50109863,0.4920044,3.671875,0.63171387,0.92144775,0.026733398,3.6173096,3.9389038,3.1148071,3.97937,3.826416,3.5687256,3.3240356,0.18695068,3.7286377,0.65911865,3.9610596,3.1401367,0.246521,3.5545044,3.5605469,0.2942505,0.3491211,0.7735596,0.11834717,0.8422241,0.1899414,3.5095825,3.8931274,3.1693115,3.7109985,0.46374512
0.6680908,0.16693115,0.12683105,3.2860718,0.85839844,3.9076538,0.4647827,0.19610596,0.50115967,0.4920044,3.671814,0.63171387,0.92144775,0.026733398,3.6173096,3.9389038,3.1157837,3.9786987,3.822815,3.5682983,3.3256226,0.18218994,3.7259521,0.6609497,3.9610596,3.1401367,0.246521,3.5545044,3.5604858,0.29406738,0.34899902,0.7736206,0.11828613,0.8422241,0.1899414,3.5095825,3.8931274,3.1693115,3.7109985,0.46374512
0.6680298,0.16705322,0.12701416,3.2860718,0.8584595,3.9076538,0.4647827,0.19592285,0.50115967,0.4920044,3.671814,0.63171387,0.92144775,0.026733398,3.6173096,3.9389038,3.116394,3.977417,3.8204346,3.5681152,3.3302612,0.17468262,3.7211304,0.6657715,3.9610596,3.1401978,0.246521,3.5545044,3.5604248,0.29400635,0.348938,0.7736206,0.11828613,0.8422241,0.1899414,3.5095825,3.8931274,3.1693115,3.7109985,0.46374512
0.66778564,0.16827393,0.12835693,3.286377,0.85821533,3.9075317,0.46520996,0.19598389,0.50115967,0.4920044,3.671814,0.63171387,0.92144775,0.026733398,3.6173096,3.9389038,3.1523438,0.07171631,0.25012207,3.5375366,3.4604492,0.024597168,3.6922607,0.7833252,3.9610596,3.1401978,0.246521,3.5545044,3.5604248,0.2939453,0.34887695,0.77368164,0.11834717,0.8422241,0.1899414,3.5095825,3.8931274,3.1693115,3.7109985,0.46374512
0.66778564,0.16851807,0.12866211,3.286499,0.8579712,3.9074097,0.46557617,0.19604492,0.50115967,0.4920044,3.671814,0.63171387,0.92144775,0.026733398,3.6173096,3.9389038,3.1539917,0.07330322,0.25482178,3.5374146,3.4560547,0.026000977,3.6953125,0.7814331,3.9610596,3.1401978,0.246521,3.5545044,3.5604248,0.29406738,0.348938,0.7736206,0.11834717,0.8422241,0.1899414,3.5095825,3.8931274,3.1693115,3.7109985,0.46374512
0.6678467,0.16870117,0.12890625,3.286621,0.8577881,3.9072876,0.4658203,0.19610596,0.50115967,0.4920044,3.671814,0.63171387,0.92144775,0.026733398,3.6173096,3.9389648,3.1541138,0.07336426,0.25567627,3.5376587,3.4533691,0.026672363,3.697754,0.7805176,3.9610596,3.1401978,0.246521,3.5545044,3.5604248,0.29400635,0.34887695,0.77368164,0.11834717,0.8422241,0.1899414,3.5095825,3.8931274,3.1693115,3.7109985,0.46374512
0.66778564,0.1685791,0.12878418,3.286499,0.8577881,3.9073486,0.46588135,0.19616699,0.50115967,0.4920044,3.671814,0.63171387,0.92144775,0.026794434,3.6173096,3.9389648,3.1533813,0.07659912,0.25299072,3.5379639,3.4554443,0.02178955,3.692627,0.78009033,3.9610596,3.1401978,0.246521,3.5545044,3.5603638,0.29388428,0.34881592,0.77368164,0.11834717,0.8422241,0.1899414,3.5095825,3.8931274,3.1693115,3.7109375,0.46374512
0.6678467,0.16845703,0.12854004,3.286499,0.8578491,3.9073486,0.4658203,0.19604492,0.50115967,0.49194336,3.671875,0.63171387,0.92144775,0.026794434,3.6173096,3.9389648,3.1530762,0.076049805,0.2536621,3.5388794,3.456787,0.018493652,3.6898804,0.7800293,3.9610596,3.1401978,0.246521,3.5545044,3.5603027,0.29388428,0.34875488,0.77368164,0.11834717,0.8422241,0.1899414,3.5095825,3.8931274,3.1693115,3.7109375,0.46374512
0.6677246,0.16827393,0.12835693,3.286316,0.8580322,3.9073486,0.46551514,0.19598389,0.50115967,0.49194336,3.671875,0.63171387,0.92144775,0.026733398,3.6173096,3.9389648,3.154541,0.0736084,0.26068115,3.5396118,3.4578247,0.013549805,3.6848145,0.7788086,3.9610596,3.1401978,0.246521,3.5545044,3.5603638,0.2939453,0.34887695,0.77368164,0.1184082,0.8422241,0.1899414,3.5095825,3.8931885,3.1693115,3.7109375,0.46374512
0.66796875,0.16851807,0.128479,3.286621,0.8577881,3.9072266,0.46588135,0.19616699,0.50109863,0.4920044,3.671814,0.63171387,0.92144775,0.026733398,3.6172485,3.9389038,3.1566162,0.06451416,0.2699585,3.539856,3.4418335,0.022155762,3.6755981,0.7633667,3.9611206,3.1401367,0.246521,3.5545044,3.5604248,0.29406738,0.348938,0.7736206,0.1184082,0.8422241,0.1899414,3.5095215,3.8931274,3.1693115,3.7110596,0.46374512
0.66796875,0.16766357,0.12731934,3.2861938,0.8592529,3.90802,0.46331787,0.19622803,0.50109863,0.4920044,3.671814,0.63171387,0.92144775,0.026733398,3.6173096,3.9389648,3.1530762,0.057922363,0.25823975,3.5388184,3.434082,0.031311035,3.6748047,0.756958,3.9611206,3.1401367,0.246521,3.5545044,3.5603638,0.29388428,0.34881592,0.77368164,0.1184082,0.8422241,0.1899414,3.5095215,3.8930664,3.1693115,3.7110596,0.46374512
0.66815186,0.16723633,0.12646484,3.2861328,0.85913086,3.907959,0.46343994,0.19628906,0.50109863,0.4920044,3.671814,0.63171387,0.92144775,0.026733398,3.6172485,3.9389648,3.1517334,0.04071045,0.19958496,3.5111084,3.4336548,0.055236816,3.6820679,0.7583618,3.9613647,3.1401367,0.246521,3.5545044,3.5603027,0.2942505,0.3491211,0.7734375,0.1184082,0.8422241,0.18988037,3.5095215,3.8931274,3.1693115,3.7110596,0.46374512
0.6680298,0.16729736,0.12670898,3.2860718,0.8591919,3.907959,0.46331787,0.19622803,0.50109863,0.4920044,3.671814,0.63171387,0.92144775,0.026733398,3.6172485,3.9389648,3.1504517,0.035095215,0.1687622,3.5014038,3.4334717,0.06689453,3.6829224,0.7576294,3.9613647,3.1401367,0.246521,3.5545654,3.5603638,0.29431152,0.3491211,0.77337646,0.1184082,0.8422241,0.18988037,3.5095215,3.8931274,3.1693115,3.7110596,0.46374512
0.6680298,0.1675415,0.12713623,3.2861938,0.8592529,3.907959,0.46325684,0.19616699,0.50109863,0.4920044,3.671814,0.63171387,0.92144775,0.026733398,3.6172485,3.9389648,3.1453857,0.031982422,0.14074707,3.5011597,3.4335327,0.07775879,3.6798096,0.7553711,3.9613647,3.1401367,0.24658203,3.5545654,3.5603027,0.29418945,0.34906006,0.7734375,0.1184082,0.8422241,0.1899414,3.5095215,3.8931274,3.1693115,3.7110596,0.46374512
0.66815186,0.16790771,0.1274414,3.286499,0.85931396,3.90802,0.4631958,0.19616699,0.50109863,0.4920044,3.671814,0.63171387,0.92144775,0.026733398,3.6172485,3.9389648,3.1400757,0.030700684,0.11242676,3.5029297,3.433899,0.088378906,3.677063,0.7532959,3.9613647,3.1401367,0.24658203,3.5545654,3.5601807,0.29406738,0.348938,0.77349854,0.1184082,0.8422241,0.18988037,3.5095215,3.8931274,3.1693115,3.7110596,0.46374512
0.66815186,0.1671753,0.12615967,3.2860718,0.8591919,3.907959,0.46343994,0.19622803,0.50109863,0.4920044,3.671875,0.63171387,0.92144775,0.026733398,3.6172485,3.9389648,3.1270142,0.008056641,3.885437,3.5258179,3.4124146,0.101257324,3.6899414,0.7404785,3.9613037,3.1401367,0.246521,3.5545654,3.5603638,0.29431152,0.3491211,0.77337646,0.1184082,0.8422241,0.18988037,3.5095825,3.8930664,3.1693115,3.7110596,0.46374512
0.66815186,0.16723633,0.12634277,3.2861328,0.85913086,3.907959,0.463562,0.19622803,0.50109863,0.4920044,3.671875,0.63171387,0.92144775,0.026733398,3.6172485,3.9389648,3.1217651,0.02130127,3.9075928,3.531189,3.4089355,0.103637695,3.6904907,0.7376709,3.9613037,3.1401367,0.246521,3.5545654,3.5603027,0.2942505,0.34906006,0.7734375,0.1184082,0.8422241,0.18988037,3.5095825,3.8930664,3.1693115,3.7110596,0.46374512
0.66815186,0.16729736,0.12640381,3.2861328,0.8590698,3.90802,0.46362305,0.19628906,0.50109863,0.4920044,3.671875,0.63171387,0.92144775,0.026733398,3.6172485,3.9389648,3.1170654,0.032104492,3.9331665,3.536255,3.4047241,0.10650635,3.691162,0.73413086,3.9613037,3.1401367,0.246521,3.5545654,3.5603027,0.2942505,0.3491211,0.7734375,0.11846924,0.8422241,0.18988037,3.5095825,3.8930664,3.1693115,3.7110596,0.46374512
0.66815186,0.16711426,0.12628174,3.2860718,0.85913086,3.908081,0.463562,0.19616699,0.50109863,0.4920044,3.671875,0.63171387,0.92144775,0.026733398,3.6172485,3.9389648,3.112915,0.04724121,3.9977417,3.5407715,3.397522,0.111572266,3.694519,0.72888184,3.9613037,3.1401367,0.246521,3.5545654,3.5604858,0.2944336,0.34924316,0.77337646,0.1184082,0.8422241,0.1899414,3.5095825,3.8930664,3.1693115,3.7110596,0.46374512
0.66815186,0.16705322,0.12615967,3.2860107,0.8591919,3.908142,0.46350098,0.19610596,0.50109863,0.4920044,3.671875,0.63171387,0.9213867,0.026733398,3.6172485,3.9389648,3.1148071,0.04888916,0.03326416,3.538391,3.3981323,0.1104126,3.696167,0.7302246,3.9613037,3.1401367,0.246521,3.5545654,3.5604248,0.29437256,0.34918213,0.77337646,0.1184082,0.8422241,0.1899414,3.5095825,3.8930664,3.1693115,3.7110596,0.46374512
0.6680908,0.16687012,0.12597656,3.2858887,0.85913086,3.9082031,0.463562,0.19604492,0.50109863,0.4920044,3.671814,0.63171387,0.92144775,0.026794434,3.6173096,3.9389648,3.1245117,0.045776367,0.105529785,3.5305786,3.4106445,0.095214844,3.697998,0.7432251,3.9613037,3.1401367,0.246521,3.5545654,3.5603027,0.29418945,0.34906006,0.7734375,0.1184082,0.8422241,0.1899414,3.5096436,3.8930664,3.1693115,3.7110596,0.46374512
0.6679077,0.16809082,0.12792969,3.286377,3.998413,2.0796509,3.1955566,3.5246582,0.5012207,0.49194336,3.671936,0.63171387,0.92144775,0.026794434,3.6172485,3.9390259,3.1478882,0.050598145,0.19262695,3.5159912,3.4507446,0.049194336,3.692566,0.7755127,3.9612427,3.1401367,0.246521,3.5545654,3.5603027,0.29406738,0.34899902,0.77349854,0.1184082,0.8422241,0.1899414,3.5095825,3.8931885,3.1693115,3.7110596,0.46380615
0.6678467,0.16821289,0.12799072,3.286377,0.85858154,3.9077148,0.46447754,0.19616699,0.5012207,0.49194336,3.671936,0.63171387,0.92144775,0.026794434,3.6172485,3.9390259,3.1518555,0.059814453,0.21466064,3.519287,3.454773,0.03564453,3.6851807,0.77612305,3.9611816,3.1401367,0.246521,3.5545654,3.5603638,0.29412842,0.34899902,0.77349854,0.1184082,0.8422241,0.1899414,3.5095825,3.8931274,3.1693115,3.7110596,0.46380615
