millis,A,B,C,D,E,F,G,H,I,J,K,L
8211,156.2825,142.22374,101.066055,117.648926,157.90715,147.21124,19.917591,77.1831,138.50642,133.60623,92.99082,
8233,154.34901,141.47095,100.889015,117.70507,158.08691,147.61674,19.474222,77.56603,137.50615,132.49915,92.65594,
8254,152.49475,140.81139,100.45189,117.65914,158.25934,148.02281,19.188826,78.198296,136.57185,131.34384,92.308945,
8276,150.90497,140.20122,100.2264,117.65141,158.37718,148.49701,18.896345,78.49414,135.78638,130.27869,92.04761,
8298,149.41747,139.61302,100.575485,117.694725,158.36955,148.92798,18.615149,77.91559,135.16263,129.33716,91.86322,
8319,147.92885,139.07361,100.98065,117.70242,158.38438,149.34268,18.379128,77.16079,134.60951,128.42393,91.70455,
8340,146.38538,138.62173,100.8696,117.59325,158.52153,149.68382,18.177126,77.203415,134.11942,127.50569,91.51452,
8362,144.87012,138.27731,100.56521,117.31999,158.77014,149.9381,18.051622,77.597725,133.69795,126.5569,91.382195,
8384,143.5671,138.05025,100.35772,117.008835,159.05931,150.16357,17.97738,77.95989,133.34015,125.645454,91.276115,
8405,142.40034,137.90526,100.303246,116.66902,159.33345,150.36375,18.00215,78.053604,133.09563,124.790764,91.2096,
8426,141.39124,137.84662,100.442024,116.35293,159.59131,150.57591,18.023928,77.8805,132.85985,124.01736,91.20497,
8447,140.52757,137.82645,100.482895,116.09052,159.8082,150.6918,18.036804,77.66659,132.66171,123.34475,91.296936,
8469,139.74054,137.88573,100.523224,115.86691,160.06944,150.81877,18.091564,77.893425,132.42076,122.65798,91.41281,
8491,139.02556,138.00027,100.48216,115.70697,160.35138,150.92345,18.183615,78.418945,132.2706,122.00848,91.513695,
8513,138.44061,138.17476,100.317024,115.56693,160.58498,151.01819,18.373343,78.85692,132.20818,121.38751,91.668465,
8534,138.01706,138.38089,100.31545,115.429405,160.90034,151.07494,18.577345,78.98389,132.25441,120.78592,91.83778,
8555,137.58543,138.60599,100.40171,115.223175,161.23297,150.99394,18.797277,78.88659,132.36139,120.26849,92.03008,
8577,137.13931,138.93895,100.477425,114.94711,161.70657,150.9021,19.133276,78.77383,132.35527,119.81606,92.10482,
8598,136.75095,139.33743,100.4398,114.66482,162.12634,150.71353,19.33727,78.835434,132.39221,119.4869,92.24616,
8619,136.41495,139.78319,100.48529,114.46522,162.47275,150.505,19.589422,78.943085,132.45645,119.21944,92.334274,
8640,136.19159,140.20114,100.42853,114.444595,162.70763,150.26735,19.78699,78.94954,132.61075,119.08925,92.46025,
8662,136.04388,140.56238,100.47247,114.66719,162.75911,150.07649,19.956491,78.737495,132.65707,119.035194,92.54554,
8684,135.97932,140.856,100.76006,115.01239,162.75572,149.84583,19.975712,78.38699,132.57591,119.04038,92.62167,
8705,135.9738,141.16808,101.28511,115.325096,162.82748,149.53278,19.940285,78.085144,132.38072,119.104515,92.63265,
8726,135.98244,141.49834,101.57405,115.57735,162.9821,149.14844,19.931358,78.09967,132.19342,119.25017,92.59811,
8748,136.05896,141.80058,101.31316,115.870316,163.06154,148.81363,19.946981,78.69829,132.0172,119.52576,92.54292,
8770,136.131,142.08368,100.614685,116.23723,163.11699,148.45145,19.958271,79.38038,131.9548,119.87506,92.52332,
8791,136.24936,142.37682,99.90724,116.49949,163.18083,148.10875,19.987375,79.7683,132.02023,120.28538,92.48184,
8813,136.3874,142.68846,99.63134,116.57626,163.30893,147.8412,20.03789,79.678444,132.15186,120.70585,92.43686,
8834,136.5441,142.89064,100.05656,116.52776,163.45346,147.6864,20.095856,79.27851,132.24127,121.048096,92.3369,
8855,136.79414,143.01163,101.16961,116.38316,163.63464,147.5039,20.156855,78.84377,132.354,121.38624,92.28151,
8879,137.05083,143.17856,102.51856,116.164536,163.86815,147.21997,20.179707,78.355965,132.5656,121.73626,92.334206,
8898,137.3394,143.39995,103.54274,115.89182,164.14789,146.92635,20.221275,77.78666,132.90265,122.145905,92.41675,
8919,137.74025,143.69337,103.68469,115.64098,164.37955,146.67624,20.257,77.43511,133.31802,122.58147,92.56262,
8961,148.59167,144.85132,102.97135,115.004715,164.8228,146.05121,20.566797,77.84386,134.70432,123.58458,92.9519,
8983,150.19159,145.62927,102.90032,114.15873,165.02339,145.60884,20.847929,78.10044,136.3611,124.10172,93.16159,
9004,151.7157,146.42253,102.806114,112.34588,165.26167,145.12234,20.920519,78.32152,139.19562,124.59955,93.42687,
9035,153.20906,147.09941,102.492905,110.61477,165.50233,144.63142,20.885035,78.62922,141.66919,125.0756,93.763756,
9069,156.80301,149.85837,102.1905,107.186066,165.49802,143.59952,21.88565,78.36882,145.938,129.58075,94.67767,
9089,158.9977,151.62833,102.305855,106.92758,165.52415,143.13396,22.913305,78.05594,146.76262,129.9538,95.28309,
9110,161.4322,153.2331,102.396385,108.89758,164.8548,142.64189,23.963614,77.96865,146.81816,130.22986,95.92551,
9132,164.19789,154.76158,102.39658,112.772896,162.72908,141.90471,25.077814,78.20081,146.5299,130.22282,96.63756,
9152,167.17386,156.39796,102.42209,117.2866,158.71031,140.9559,26.409304,78.29581,146.16695,129.83311,97.528755,
9174,170.14557,157.97226,102.40185,121.04935,153.8749,139.60674,28.099573,77.95131,146.45732,129.23785,98.44609,
9195,172.4131,160.04219,102.19857,124.221146,149.19029,138.12209,29.913935,77.58907,146.85674,128.70148,99.309425,
9218,173.70038,162.22656,101.9411,124.70694,148.549,136.6604,31.510527,77.37149,147.33272,128.2972,99.976776,
9238,174.2369,164.19193,101.6576,122.935974,152.40932,135.46193,32.6212,77.0825,147.77061,127.975975,100.41559,
9260,174.32904,165.78021,101.43539,119.40007,160.25667,134.51598,33.213203,76.082115,148.08267,127.70741,100.34958,
9281,174.06776,166.8342,99.58203,114.82299,168.59718,133.75993,33.762962,76.53125,148.36874,127.51077,99.830826,
9302,173.70714,167.52965,97.7914,111.88526,169.73119,133.25198,34.460186,77.54209,148.49669,127.23025,99.032974,
9325,173.31586,168.25562,95.42357,110.47429,167.63792,132.82245,35.08827,78.083374,148.57733,126.936806,98.154785,
9346,172.81291,168.70456,96.51956,109.87702,165.37785,132.23895,35.11673,80.060875,148.65843,126.357254,97.46168,
9368,172.235,168.6166,97.95153,109.545616,163.03418,131.43494,34.495625,80.616646,148.82791,125.524956,96.89456,
9389,171.70445,168.13467,98.92512,109.38645,160.7359,130.66649,33.44399,78.39529,148.7693,124.517944,96.300095,
9411,171.58319,167.18718,97.99401,109.66177,158.98491,130.29996,32.5531,75.54828,148.27094,123.566765,95.63826,
9431,171.47618,165.8705,95.41881,110.114876,157.58025,130.1442,31.815382,75.346756,147.70842,122.6947,95.042336,
9454,171.44414,164.55937,96.613045,110.54182,156.02232,130.16096,30.9237,75.59369,147.10686,121.63904,94.514465,
9474,171.62973,163.42407,97.33192,111.05006,154.38985,130.16829,29.512236,76.01648,146.36037,120.41567,94.12972,
9496,172.0161,162.55046,97.889206,111.51955,153.01938,130.30283,27.85924,76.14592,145.25421,119.022995,93.71094,
9517,172.48665,161.72162,97.64564,111.573555,151.61307,130.58688,26.498592,76.97513,144.08485,117.4071,93.171326,
9538,172.7825,160.9145,92.62337,111.13558,150.10802,130.87688,25.366573,78.443695,142.93913,115.677315,92.54815,
9582,171.43884,159.31058,96.81048,110.43217,147.15292,131.50201,23.077488,77.22406,139.57637,111.92714,91.0195,
9602,170.00763,159.05774,98.60418,109.85717,145.51637,131.89853,21.88182,74.848076,137.6902,109.63746,90.390305,
9624,168.10661,158.71146,98.91628,109.22301,143.89651,132.21272,20.65298,72.47936,135.73386,107.09234,90.17245,
9645,165.39859,158.39285,98.73117,108.75208,142.16858,132.46075,19.694553,71.33785,133.69496,104.24765,90.2372,
9666,161.92613,158.67465,98.672485,107.91631,140.189,132.88902,19.77177,70.28758,131.81136,101.13892,89.92353,
9688,157.86914,159.28807,98.38156,106.34221,137.62346,133.52933,20.858194,67.98139,129.85321,97.52246,89.15004,
9710,153.90665,159.905,97.69037,104.40186,134.55214,134.30833,23.089725,64.270775,127.59042,93.564415,88.33235,
9731,150.27815,160.47833,95.78919,101.8863,131.21495,135.15317,26.539413,61.028366,125.47056,89.56408,87.71782,
9752,147.03224,161.10408,93.344864,98.65727,127.721855,136.11319,30.907469,60.397396,123.47357,85.66891,86.999985,
9774,144.03757,161.35924,91.413,94.85226,123.99998,137.2918,35.798943,62.758984,121.200356,81.63433,86.356544,
9795,140.71376,160.80974,89.2981,91.14709,120.4887,138.77014,41.07847,63.889683,118.33122,77.17312,85.85459,
9816,137.1537,160.04015,85.88291,87.957,117.70915,140.61906,46.469784,62.596058,114.96387,72.57186,85.332184,
9838,133.87067,159.1959,84.06157,85.19768,115.56535,142.7703,51.680325,62.841366,111.529434,68.48806,84.71578,
9860,131.04608,158.43369,84.23068,82.63587,114.32175,144.89215,56.98222,63.936214,107.99366,64.87572,84.40913,
9880,128.49411,157.94095,83.63839,79.683174,113.897514,146.6328,62.965595,63.03554,104.47074,61.49949,84.18049,
9902,126.668144,157.54959,84.37974,75.73816,114.20709,148.04742,69.27125,64.90011,101.17661,58.669956,83.74694,
9924,125.60159,157.30293,84.81052,71.4134,115.00682,148.64862,75.18586,67.86,98.005714,56.435326,82.963585,
9945,125.53574,156.8713,82.09717,67.26844,115.78678,148.50545,80.72508,66.897095,95.051926,54.62998,81.67698,
9967,126.22587,156.1344,77.96746,62.803707,115.69585,147.9834,86.015884,64.67035,92.84067,52.885563,79.76329,
9988,127.303024,155.51137,77.56895,57.85657,114.527916,146.98102,90.74693,67.84643,91.385124,50.907776,77.75442,
10010,128.0692,155.80992,76.274284,52.781185,112.07576,145.05232,94.37999,70.85216,90.34954,47.90852,76.25294,
10031,127.11099,157.16158,73.767624,47.630257,108.16907,141.87236,96.99489,73.060356,89.47704,43.188614,75.49322,
10052,124.01928,159.21268,73.27175,42.13953,102.036736,137.87686,99.129005,75.8464,88.63519,37.15142,75.20558,
10075,119.33517,160.70389,76.30922,36.100452,93.933014,133.72607,101.81608,79.73059,87.5841,32.170467,75.51933,
10095,113.505585,160.18964,80.19351,29.635084,85.614426,129.81366,105.68413,82.8001,86.16597,32.08061,75.97167,
10117,106.885704,156.9552,84.49113,22.749292,78.4215,126.36927,111.19981,85.74464,84.07441,38.34715,76.04871,
10138,99.064705,151.30486,87.45568,15.332594,74.20324,123.54278,118.40821,86.998924,80.42309,49.202915,76.10158,
10160,89.09741,143.2883,89.96103,8.287118,73.455246,121.32806,127.776,88.00514,74.984764,61.10502,76.355865,
10181,77.456314,133.1115,92.120865,8.548906,76.63384,119.46796,138.72487,89.24651,68.81105,71.76877,76.49789,
10202,67.45464,121.09354,91.96983,18.019258,80.844955,117.94536,149.99184,91.37139,63.23571,75.67602,76.08884,
10223,62.094887,107.811165,90.95494,31.347279,88.66694,116.06028,159.28983,93.80891,59.549324,76.145454,75.82688,
10246,62.198414,94.28263,93.44384,47.112625,102.11598,112.803024,158.73694,98.49137,59.2734,69.58531,75.556366,
10266,67.81784,81.07435,100.72965,63.557087,110.42415,107.7761,147.01913,108.04713,62.467606,50.884098,75.129074,
10288,74.66673,69.307785,107.82974,79.5229,101.35117,100.91936,132.5046,121.36496,67.76967,37.468456,74.72316,
10310,80.43508,60.2057,104.89649,92.410126,92.36202,92.75008,118.34812,139.51231,71.65822,66.124245,74.689766,
10332,87.87569,55.044037,85.329605,102.1756,100.99239,84.213936,105.9348,157.27344,73.45006,105.3567,75.70881,
10352,92.296196,52.35031,58.525917,103.94995,116.257835,75.39288,97.275246,154.16693,75.29111,127.77388,78.310585,
10375,91.78898,55.25037,49.469048,97.49991,123.80472,65.77703,93.61592,131.37202,71.51316,144.7802,83.08286,
10396,82.16114,62.23053,60.23894,85.473946,138.30934,55.95323,88.70095,106.61586,61.66059,156.07866,87.91765,
10416,89.545555,74.41872,75.58127,64.22418,154.07921,51.326088,86.277336,88.331604,69.01751,154.23514,92.547745,
10438,101.830444,93.09742,90.79885,50.14743,169.32628,55.658955,81.26987,77.39378,96.997345,148.50609,95.26071,
10459,113.47501,96.61536,101.190445,65.00128,166.73532,66.11944,66.17671,72.46942,118.56226,138.17946,92.58196,
10481,126.951775,92.49048,102.16427,70.89959,151.68379,78.67434,54.626034,75.775795,128.194,125.550125,81.23929,
10502,134.75136,72.57039,98.48728,62.385555,146.62003,88.35104,49.8458,82.63631,133.18402,114.15199,65.886986,
10523,126.058975,55.808743,81.5938,47.43164,150.32472,89.12834,51.431564,98.63157,127.89369,106.1269,70.348885,
10546,108.91817,49.044765,61.137985,37.139523,157.1756,86.602806,54.08173,111.52018,123.42385,99.62967,101.30622,
10567,90.7955,69.10041,44.457054,46.08691,139.01224,84.157265,56.70521,120.29764,116.26431,94.09104,128.78076,
10608,93.05523,97.02471,49.309807,97.226006,124.875534,138.51071,38.655964,51.481377,135.38776,116.96314,153.63788,
10630,113.94992,111.0651,48.466427,96.28814,132.4636,153.78851,16.43144,78.73555,161.67435,144.97278,147.69083,
10652,124.05984,122.70943,49.781864,91.88839,128.02103,137.57785,23.06746,109.8781,147.03966,147.70178,119.82272,
10673,129.07779,136.42088,52.402885,95.46944,118.23627,137.65169,34.794502,122.52107,132.21384,136.05093,106.40979,
10694,128.82239,134.11911,53.9674,99.41781,110.361626,144.85304,32.251167,116.729805,132.02177,135.07967,108.89664,
10715,126.779274,131.25671,53.508537,97.074905,107.89546,149.09863,29.310272,109.80111,132.22417,133.41756,110.88096,
10738,124.892975,136.69554,52.09773,94.717064,106.3074,151.26819,34.712307,106.57719,126.99542,126.2177,108.120895,
10758,124.36324,144.41359,51.126858,97.35805,101.95671,154.35406,44.3981,103.203384,120.3566,117.62052,105.351814,
10780,123.752,148.06673,50.694744,101.350845,96.67439,154.74268,52.60391,100.623314,118.20869,112.719376,104.11783,
10802,123.62086,148.72151,50.40897,103.52424,94.43398,157.05525,53.722885,96.7061,123.99347,114.473656,107.874794,
10824,124.020805,149.73694,49.68905,102.91131,95.19125,160.25102,52.940525,92.33317,131.07959,117.08721,113.64437,
10844,124.5166,152.19348,48.72186,102.301765,96.57078,163.25386,54.37962,88.46855,134.8142,116.49412,118.77151,
10866,124.93998,153.63625,47.503525,103.77239,96.37359,165.10063,57.454308,86.82429,136.04794,114.01909,121.542366,
10888,126.2546,152.41042,46.54828,106.471245,94.28749,166.74194,59.392555,86.127304,137.3127,112.143585,123.5481,
10908,128.52843,149.42386,45.750046,108.56868,94.72559,168.77457,59.529694,85.531654,138.84102,111.23929,125.81849,
10930,131.47592,146.25458,45.381798,109.62586,97.84501,172.10767,59.826527,84.391685,138.57428,109.26259,127.31991,
10952,134.60077,143.39542,45.02677,109.640594,102.46435,176.22104,61.611336,83.517105,135.8088,105.538345,126.95087,
10973,137.50177,140.90828,44.423073,109.16351,106.68273,178.38844,62.871494,84.02352,133.1928,102.7108,126.16015,
10995,140.32852,138.70363,44.033016,108.75489,109.570854,178.96825,62.971886,84.9285,131.6135,101.22172,125.87793,
11015,143.61078,136.86942,44.13959,108.71787,111.632744,178.55775,62.990948,85.34978,129.92769,99.767815,125.251564,
11038,146.34299,135.5827,44.667385,108.42548,113.82435,176.82448,63.10834,85.517815,128.13486,98.199326,123.93215,
11058,146.22285,135.03648,44.958736,107.49659,116.08435,175.1278,63.347614,85.98574,126.34829,96.67966,121.82075,
11081,144.09407,135.48705,44.557747,105.75456,118.07748,173.74443,63.681946,86.547035,124.84207,95.70461,119.507256,
11102,141.66742,136.761,43.648056,103.91888,119.78116,172.93027,63.94866,86.950615,123.75123,95.291885,117.381645,
11124,141.29323,138.23172,43.197994,102.131096,121.679596,171.7537,64.44806,87.10771,122.79068,95.05616,115.16733,
11144,143.46365,139.43204,43.532833,100.83014,123.12988,170.32426,64.87441,87.20289,122.177574,95.40272,112.96624,
11167,146.4299,140.73547,43.931587,99.89915,124.1854,169.36443,65.09156,86.9948,121.664955,96.04286,111.00604,
11187,149.5339,142.38686,44.166466,98.96908,125.49118,168.89323,65.02876,86.20428,121.60275,96.59194,109.53507,
11209,152.8349,144.47876,44.596558,97.67988,127.63063,168.80005,64.81689,84.47282,121.89036,96.75319,108.594826,
11231,155.23445,146.73328,45.416798,96.6548,129.78381,168.83594,64.73386,81.95732,122.18518,96.87419,107.62681,
11252,156.99162,148.89436,46.73747,96.08235,131.73811,168.77911,64.29483,78.626564,122.946396,97.5117,106.691444,
11273,157.52194,150.38707,47.93234,95.59234,133.46198,167.3365,63.807648,74.98504,124.02412,98.47456,105.69018,
11294,156.31749,151.44153,48.5932,95.202614,135.08989,164.35416,62.99141,71.11009,124.82518,99.36129,105.07261,
11317,154.3318,153.19116,47.47804,94.949524,136.84871,161.42542,61.696484,68.2216,125.38012,100.36518,105.02612,
11337,152.16356,155.30283,45.86179,95.36872,138.95067,159.28236,60.258442,65.24429,125.787025,100.82352,104.99086,
11359,150.9095,156.95631,41.075478,96.30814,140.80432,158.69176,58.784645,65.319725,126.56903,101.122314,105.13526,
11380,148.89827,158.0637,33.66021,97.54636,141.89865,158.62318,56.97793,67.59256,127.88289,101.71095,105.61642,
11402,146.10747,159.45413,25.750751,99.48896,142.39395,158.88805,55.182457,70.221664,129.00876,102.02874,105.913445,
11423,143.22906,161.55908,17.186996,101.8699,143.37247,159.96217,53.618443,73.85367,129.72612,101.75663,105.45825,
11445,140.03258,164.85185,13.435027,104.70806,144.56836,160.53807,51.551163,78.15054,130.0868,102.3684,104.80646,
11466,139.762,167.80023,11.623238,108.42636,146.34482,160.50139,48.750393,82.80211,130.41122,103.85267,104.37784,
11487,140.86531,168.76178,12.719105,112.786964,148.53888,160.84695,46.28543,86.56491,130.35245,104.96724,104.03302,
11509,140.25642,168.05186,16.078117,116.84577,150.9911,160.93648,44.39126,90.7672,130.56157,105.80299,103.80255,
11530,137.89172,166.69083,20.536467,120.128815,152.4784,160.52309,42.539795,95.62469,130.50562,106.70543,103.6516,
11552,134.26839,164.69788,26.013964,122.63681,152.10995,159.96129,40.351547,98.98921,130.68747,107.81509,103.474525,
11574,132.66133,162.58153,29.683311,124.36888,150.41112,159.25734,38.00831,101.63056,131.34058,108.67784,102.91114,
11594,132.28008,159.69199,31.47721,125.386536,146.4281,158.42366,35.891,103.48721,132.24927,110.19393,102.2761,
11617,133.23494,156.29947,33.943165,126.16759,140.34277,158.27524,34.64746,105.30839,133.07034,113.18702,102.01449,
11638,136.17029,153.06989,36.885506,127.25142,133.12108,159.17386,34.941673,106.7725,133.01962,117.23557,101.88745,
11660,140.63655,151.30742,38.89592,128.0422,125.85661,160.60031,37.103527,107.77153,132.63022,119.659355,101.2527,
11680,145.08676,150.11107,38.967262,127.67559,121.20872,160.99706,39.491726,108.155556,132.49403,119.93405,101.08488,
11702,149.83557,148.88672,37.373577,127.13792,117.928825,160.05783,41.32039,107.56117,132.5941,119.64162,101.3351,
11744,158.0951,149.26924,36.062073,120.23786,116.9069,141.71574,37.296146,109.57588,149.48189,135.16861,109.54733,
11766,162.10721,152.47255,36.634895,114.14893,119.74323,138.7157,37.688774,107.53522,151.64912,135.34868,110.43779,
11786,166.297,154.79727,36.67408,108.23765,124.03936,137.132,37.763393,105.57454,152.96187,135.2411,111.199234,
11809,170.32594,156.47433,35.67664,103.5783,128.9465,136.45634,38.49479,104.44013,153.36888,135.1487,111.825676,
11830,174.57082,156.10495,33.934704,98.90924,133.88184,135.05832,40.138893,104.05445,154.13034,135.08278,113.101265,
11850,177.61516,155.38145,31.805899,94.854355,138.56583,133.32886,41.64015,104.00363,154.64021,134.7156,115.35674,
11873,176.17581,155.23616,30.159616,91.952225,143.09831,130.67078,42.31982,104.214455,154.46565,134.07301,117.80326,
11894,175.38081,155.48595,29.513496,91.13644,146.73035,129.83803,42.252995,104.394394,153.55106,132.90695,118.77189,
11916,174.94913,154.43901,29.66423,88.47523,151.45888,130.4366,41.278637,104.321915,152.45786,131.23038,118.37036,
11936,173.81851,152.88638,30.449318,86.026184,154.72823,131.49149,39.548073,103.75202,151.69418,128.68936,118.12813,
11959,172.564,152.70844,31.383825,84.15804,155.46379,131.11983,37.25294,102.73866,151.17097,125.54085,118.46203,
11980,171.8164,153.16737,32.163868,83.60837,154.7058,129.29749,34.822514,101.20424,150.56558,122.448875,118.5809,
12001,171.40692,153.52023,32.523163,83.27046,154.13388,127.37693,32.77726,99.4025,149.50803,119.73068,118.18143,
12023,171.27649,153.86102,32.235622,82.99701,154.05003,125.86081,30.746172,97.5771,148.06117,117.68063,117.890396,
12043,171.13727,154.44038,31.56109,83.26422,153.7408,124.71008,28.512583,95.76054,146.03055,116.17569,118.212654,
12066,170.79291,154.86931,30.379354,84.59608,153.1295,124.232376,26.603857,94.21465,143.33752,114.82619,118.76703,
12086,169.76343,154.73448,28.731253,86.488625,152.45258,124.10136,24.703407,92.88755,140.76884,113.661194,119.226135,
12109,168.52515,154.0187,26.91583,88.44274,151.8193,123.81754,22.740185,91.81945,138.61227,112.61804,119.44558,
12130,167.51352,153.06041,25.341768,90.03512,151.28493,123.20643,20.623089,91.15064,137.07962,111.56286,119.34512,
12151,166.63753,152.22496,24.020153,91.000656,151.17029,122.2074,18.301035,90.70531,135.91777,110.35903,118.79691,
12172,165.78807,152.46368,23.030445,90.974365,151.33711,121.01148,15.811812,90.32751,134.95247,108.971146,117.425415,
12193,164.17827,153.32211,22.19998,90.13737,151.52022,120.06377,13.101975,90.11651,134.01144,107.32678,115.824005,
12215,161.71054,153.92427,21.324928,88.636986,151.23169,118.92472,10.074819,90.30842,133.26495,105.81254,114.64232,
12237,158.80257,154.18552,20.320564,87.00913,150.22055,117.53524,6.785153,90.72348,132.536,104.60577,113.934044,
12273,155.64656,153.7944,19.358194,85.92983,148.8872,116.05581,3.7768316,91.35922,131.56914,103.73012,113.69933,
